stockCode,date,open,high,low,close,volume
207940,2020-03-31,661805,717078,651623,701077,446972
000100,2020-01-02,39738,39738,38648,38819,170781
000100,2020-01-03,39068,39068,38564,38650,208351
000100,2020-01-06,37979,38648,37894,37980,144194
000100,2020-01-07,38062,38732,37810,38650,181316
000100,2020-01-08,37978,38314,37559,37896,201988
000100,2020-01-09,38062,38815,38062,38650,214720
000100,2020-01-10,38315,38902,38063,38903,156471
000100,2020-01-13,39069,39236,38818,39155,149375
000100,2020-01-14,39151,39570,38816,38986,151283
000100,2020-01-15,38817,39319,38314,38819,144898
000100,2020-01-16,38565,38817,38230,38819,139795
000100,2020-01-17,38481,38817,38397,38483,124044
000100,2020-01-20,38314,39069,38146,38735,162935
000100,2020-01-21,38901,39404,38398,38567,122012
000100,2020-01-22,38733,38901,38315,38567,118193
000100,2020-01-23,38399,38399,38064,38065,140139
000100,2020-01-28,37560,38985,37477,38148,311597
000100,2020-01-29,38398,38482,37560,37729,164136
000100,2020-01-30,37726,38062,37223,37309,142581
000100,2020-01-31,37474,37642,36466,36554,170629
000100,2020-02-03,35713,36887,35713,36470,250458
000100,2020-02-04,36385,37308,36385,36974,201761
000100,2020-02-05,36804,37308,36553,36890,171374
000100,2020-02-06,37392,38315,37392,37561,308709
000100,2020-02-07,37644,38231,37560,38232,195512
000100,2020-02-10,37894,38145,37643,37896,106547
000100,2020-02-11,37979,38146,37811,37980,123595
000100,2020-02-12,37812,38231,37560,38148,198914
000100,2020-02-13,37979,38147,37728,37729,174319
000100,2020-02-14,37643,37726,37140,37142,150001
000100,2020-02-17,37140,37392,36888,36974,140981
000100,2020-02-18,36889,37056,36637,36890,118076
000100,2020-02-19,37224,37224,36721,37058,156404
000100,2020-02-20,36889,37224,36721,36890,149274
000100,2020-02-21,36467,36720,35798,35800,244140
000100,2020-02-24,35547,35713,34709,34710,228967
000100,2020-02-25,34624,35881,34624,35548,251312
000100,2020-02-26,35210,35881,35210,35464,189120
000100,2020-02-27,35965,36720,35546,36303,316481
000100,2020-02-28,36637,36721,35714,35884,456582
000100,2020-03-02,36384,37306,36216,37309,320579
000100,2020-03-03,37308,38230,37223,37980,396369
000100,2020-03-04,38231,39069,37895,38148,377593
000100,2020-03-05,38314,39153,38063,39070,368523
000100,2020-03-06,38984,39572,38733,39155,315713
000100,2020-03-09,39068,39153,38397,38819,306726
000100,2020-03-10,38565,39153,37727,39070,378548
